Marque_voiture,Modele,Kilometrage,Couleur,TypeBoite,Annee,Cylindre,Puissance,Carburant,Prix
Peugeot,Partner,163000000,Noir,Manuelle,2016,1.6L,05,Diesel,32000000
Citroen,C4 Cactus,82000,Noir,Manuelle,2018,1.2L,5,Essence,38500
Peugeot,206,190000,Gris,Manuelle,2010,1.2L,4,Essence,22000
Renault,Scenic,Marron,250000,Manuelle,2009,1.5L,6,NULL,31500
Citroen,Grand C4 Picasso,165000,Gris,Automatique,2009,1.6L,6,Diesel,14200
Fiat,Panda,21000,Blanc,Manuelle,2021,<1.0L,4,Essence,33000
Berline,Diesel,262000,Noir,2011,Mercedes-Benz,Classe C,7,2.0L,65000
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24800
Mercedes-Benz,Classe C Coupe,68000,Noir,Automatique,2019,1.6L,9,Essence,145
Clio,Essence,230,Manuelle,Berline,Doré,2007,Avec kilométrage,5,22000
Essence,6,175000,Manuelle,1.4L,Citroen,C4,Bleu,Avec kilométrage,28500
Mercedes-Benz,Classe E,187000,Noir,Automatique,2009,2.5L,12,Essence,55000
Peugeot,3008,273000,Noir,Automatique,2012,1.6L,6,Diesel,42000
Berlingo,Pick up,Blanc,Avec kilométrage,2003,Diesel,Citroen,7,666000,10500
Renault,Clio,260000,Gris,Manuelle,2001,1.2L,4,Essence,18000
Citroen,C4,Avec kilométrage,188,Manuelle,2014,1.6L,5,Diesel,37000
Volkswagen,Touareg,230000,Autre,Automatique,2005,2.5L,12,Diesel,47000
Volkswagen,Touareg,230000,Autre,Automatique,2005,2.5L,12,Diesel,48000
Volkswagen,Fox,230555,Bleu,Manuelle,1996,1.2L,5,Essence,7200
Peugeot,301,175,Gris,Manuelle,2017,3.0L,5,Essence,22500
Ford,Fiesta,240000,Noir,Manuelle,2010,1.2L,5,Essence,27000
Ford,Fiesta,5555555,Blanc,Manuelle,1993,1.2L,4,Essence,6400
Fiat,Pinto,23,Blanc,Manuelle,2000,1.1L,3,Essence,400
Essence,Gris,50000,2021,Mercedes-Benz,Classe A,8,Nouveau,Compacte,132000
Polo,Essence,156822,Noir,2012,1.2L,Volkswagen,4,Compacte,28800
Volkswagen,Caddy,175000,Noir,Automatique,2019,2.0L,7,Diesel,45000
Volkswagen,Golf,113000,Gris,Manuelle,2012,1.6L,6,Essence,56000
Renault,Symbol,300,Marron,Manuelle,2012,>4.0L,2,Essence,29320905
Peugeot,Expert,437943,Blanc,Manuelle,2012,2.0L,7,Diesel,29000
Audi,A4,95000,Gris,Automatique,2019,1.4L,8,Essence,102000
Volkswagen,Polo,160,Gris,Manuelle,2010,3.0L,5,Essence,30000
4 x 4,1.9L,60000,Bleu,Manuelle,2022,Autres,Autres,Diesel,105
Essence,NULL,Gris,Avec kilométrage,2001,Citroen,Saxo,NULL,NULL,12000
Toyota,Hilux,130,Vert,Manuelle,2019,2.8L,8,Diesel,165
Hyundai,Creta,108000,Rouge,Manuelle,2017,1.6L,7,Essence,70000
Citroen,C3,37000,Bleu,Manuelle,2003,>4.0L,5,Essence,15500
Peugeot,205,20000,Blanc,Manuelle,1992,1.1L,54820570,Essence,8500
Renault,Megane,195000,Blanc,Manuelle,2019,1.5L,5,Diesel,55000
Fiat,Siena,120000,Noir,Manuelle,2007,>4.0L,5,Essence,17800
Mercedes-Benz,190,1,Blanc,Manuelle,2002,1.1L,1,Diesel,25000
Peugeot,Partner,156000,Jaune,Manuelle,2010,1.6L,6,Essence,34000
Fiat,500X,26200,Blanc,Automatique,2020,<1.0L,4,Essence,56500
Fiat,500X,26200,Blanc,Automatique,2020,<1.0L,4,Essence,56500
Alfa Romeo,145,373600,Marron,Manuelle,1995,1.9L,6,Diesel,11500
C3,4,21000,Blanc,Manuelle,1.2L,Citroen,Compacte,2019,41000
Volkswagen,Polo,197000,Gris,Manuelle,2013,1.4L,5,Essence,30500
Peugeot,208,120000,Marron,Manuelle,2013,1.2L,5,Essence,28000
Fiat,500,120100,Blanc,Manuelle,2012,1.2L,4,Essence,1111
Qashqai,6,97000,Noir,Automatique,2019,Nissan,Autres,NULL,90000
Nouveau,NULL,Manuelle,2013,Symbol,Essence,Noir,NULL,NULL,25000
BMW,M4,0,Argent,Automatique,2022,1.7L,0,Essence,450
Chery,QQ,90000,Rouge,Manuelle,2017,1.2L,123,Essence,21200
Mercedes-Benz,Classe C Coupe,300000,Noir,Manuelle,2003,1.5L,9,Essence,20000
Fiat,500,110000,Rouge,Manuelle,2014,1.2L,4,Essence,32700
7,Ssangyong,Manuelle,Blanc,2019,291000,1.6L,Berline,Essence,48000
Kia,Rio,350,Gris,Manuelle,2011,1.4L,6,Essence,21500
Peugeot,207,320000,Gris,Manuelle,2006,1.4L,4,Diesel,24000
Volkswagen,Polo,58000,Vert,Manuelle,2021,<1.0L,4,Essence,22548169
Siena,5,277000,Gris,2006,1.6L,Fiat,Berline,Manuelle,16000
Kia,Rio,140000,Rouge,Manuelle,2013,1.4L,5,Essence,30000
Audi,A4,250000,Gris,Manuelle,2005,1.9L,7,Diesel,21000
Fiat,Siena,300000,Noir,Manuelle,2004,1.4L,5,Essence,16500
Toyota,Hilux,65000,Orange,Automatique,2020,2.4L,8,Diesel,180
Isuzu,Landwind,0000,Blanc,Manuelle,11983,3.0L,8,Diesel,6800
34000,Compacte,28000,Blanc,Manuelle,2014,2.2L,Diesel,Jumper,34000
Peugeot,308,222,Blanc,Manuelle,2011,1.6L,7,Essence,27500
Volkswagen,Golf,16000,Blanc,Manuelle,2021,<1.0L,5,Essence,89999
Volkswagen,Passat,239000,Noir,Manuelle,2009,1.6L,7,Essence,31000
Peugeot,Expert,333,Blanc,Manuelle,2004,1.9L,6,Diesel,17500
Kia,Picanto,160000,Blanc,Automatique,2018,1.2L,5,Essence,38000
Peugeot,307 SW,285000,Gris,Manuelle,2005,1.4L,5,Essence,17000
Rio,Essence,53000,Bleu,Automatique,2021,1.5L,4 x 4,Kia,71500
Iveco,Daily,450000,Rouge,Manuelle,2018,3.0L,8,Diesel,70000
Renault,Super 5,500,Gris,Manuelle,1992,1.1L,4,Essence,7000
BMW,Serie 1,112000,Blanc,Manuelle,2013,2.0L,6,Diesel,64000
Audi,Q3,89762,Noir,Manuelle,2019,<1.0L,120000,Essence,120000
Chery,Tiggo,25800,Noir,Manuelle,2020,1.6L,6,Essence,48000
Fiat,Grande Punto,180000,Blanc,Manuelle,2014,1.2L,4,Essence,230000
Nissan,Micra,55000,Bleu,Manuelle,2020,1.2L,5,Essence,33500
Audi,A4,153000,Noir,Manuelle,2016,1.4L,08,Essence,70000
Peugeot,307 SW,360.000,Bleu,Automatique,2004,1.4L,7,Essence,20000
Fiat,Grande Punto,168,Autre,Manuelle,2013,1.2L,4,Essence,24000
Clio,5,16000,Noir,2021,Manuelle,Renault,Essence,<1.0L,47000
Peugeot,Expert,340,Blanc,Automatique,2008,1.6L,5,Diesel,22000
Essence,NULL,210000,Blanc,Manuelle,2009,4,NULL,NULL,25000
Volkswagen,Passat,187000,Noir,Manuelle,2011,1.6L,5,Diesel,45000
Volkswagen,Polo,00,Bleu,Manuelle,1999,1.4L,4,Essence,13800
Mercedes-Benz,Classe C,213000,Noir,Automatique,2015,1.6L,7,Diesel,105000
Toyota,10,0000000,Blanc,Manuelle,2003,3.0L,Autres,NULL,17500
Ford,Fiesta,110,Blanc,Manuelle,2019,1.2L,4,Essence,43000
Rio,Essence,122000,Manuelle,Compacte,Blanc,2018,Avec kilométrage,5,46500
Ford,Ka,74000,Blanc,Manuelle,2016,1.2L,4,Essence,30000
BMW,Serie 5,143000,Noir,Automatique,2015,1.6L,9,Essence,90000
Peugeot,2008,100000,Blanc,Manuelle,2020,1.3L,5,Diesel,999999
Suzuki,Swift,18,Blanc,Automatique,2019,1.2L,5,Essence,49500
Peugeot,206,250000,Bleu,Manuelle,2002,>4.0L,4,Essence,18000
Kia,Sportage,90000,Gris,Automatique,2017,1.6L,8,Essence,83500
Peugeot,3008,218000,Rouge,Automatique,2018,1.6L,9,Essence,72000
Renault,Kangoo,200000,Rouge,Manuelle,2001,>4.0L,5,Diesel,6000
Peugeot,206 SW,50000,Gris,Manuelle,2009,1.4L,6,Essence,17000
Kia,Cerato,179000,Gris,Automatique,2013,1.6L,8,Essence,37500
Renault,R21,72,Blanc,Manuelle,1999,2.0L,6,Diesel,9000
Opel,Corsa,10,Blanc,Avec kilométrage,2002,1.3L,4,NULL,14200
Hyundai,Grand i10,184000,Gris,Manuelle,2015,1.2L,5,Essence,29500
Fiat,127,200000,Bleu,Manuelle,1982,<1.0L,Autres,5,3000
Ford,Sierra,200000,Blanc,Manuelle,1989,>4.0L,Compacte,2000,4500
Seat,Leon ST,207,Blanc,Automatique,2015,1.2L,6,Essence,47500
Mazda,MX3,214000,Blanc,Manuelle,2015,1.6L,6,Essence,38000
Hyundai,Elantra,93500,Blanc,Automatique,2018,1.6L,7,Essence,54000
Isuzu,D-MAX,340000,Blanc,>4.0L,2014,Manuelle,8,Diesel,34000
Kia,Picanto,110000,Blanc,Manuelle,2018,1.4L,4,Essence,35500
Fiat,Punto,162100,Noir,Manuelle,2011,1.2L,4,Essence,23000
Citroen,Berlingo,220000,Blanc,Manuelle,2017,1.6L,5,Diesel,32500
Audi,A5,78000,Blanc,Automatique,2020,1.4L,8,Essence,155000
1997,5,Blanc,Manuelle,Essence,Avec kilométrage,285000,<1.0L,Compacte,8800
2008,5,85000,Noir,2019,1.5L,Peugeot,Autres,Automatique,111
Audi,A4,235,Gris,Automatique,2014,1.8L,7,Essence,1234
Renault,19,300000,Bleu,Manuelle,1993,1.2L,6,Essence,12000
Dacia,Sandero,230000,Gris,Manuelle,2013,1.2L,75,Essence,21000
Peugeot,207 SW,184200,Gris,Manuelle,2007,1.4L,5,Essence,23000
Seat,Arosa,75000,Blanc,Automatique,2020,1.6L,6,Essence,72000
5,Toyota,100,Noir,Manuelle,2014,2.0L,Yaris Verso,Essence,35000
8,Pick up,380,Bleu,Manuelle,2011,1.5L,Diesel,Caddy,21500
Mercedes-Benz,220,320000,Noir,Automatique,2006,>4.0L,9,Diesel,39500
Volkswagen,Polo,112,Noir,Manuelle,2019,1.4L,5,Essence,41500
Nissan,Juke,63000,Gris,Manuelle,2015,1.4L,6,Essence,47000
Renault,Clio,300,Gris,Manuelle,2002,1.2L,4,Essence,17500
Peugeot,308,140000,Blanc,Manuelle,2016,1.2L,6,Essence,35000
Vivaro,6,400,Gris,2004,1.9L,Opel,Diesel,Avec kilométrage,15000
Volkswagen,Golf 7,51384,Gris,Manuelle,2019,<1.0L,6,Essence,1234
GMC,Hover,71000,Noir,Automatique,2019,1.8L,9,Essence,83000
Ford,Focus,109000,Rouge,Automatique,2014,1.6L,7,Essence,33000
BMW,Serie 3,197,Gris,Manuelle,2002,2.0L,9,Essence,24800
NULL,NULL,7.0,C3 Picasso,2009.0,Essence,Citroen,NULL,NULL,27000
7,Ford,150000,Blanc,Manuelle,2015,2.2L,Ranger,Pick up,54000
Mazda,3,38000,Gris,Automatique,2020,1.5L,6,Essence,89000
Kia,Picanto,127000,Blanc,Automatique,2016,1.2L,5,Essence,34500
mini,One,230000,Beige,Manuelle,2009,1.4L,5,Essence,25900
Dacia,Logan,284583,Blanc,Manuelle,2012,1.5L,6,Diesel,16000
Ssangyong,Actyon,22000,Noir,Manuelle,2021,1.2L,6,Essence,69800
Renault,Megane,180000,Bleu,Manuelle,2009,1.4L,6,Essence,21800
Renault,Clio,230,Gris,Manuelle,2010,>4.0L,4,Essence,16500
Mercedes-Benz,Classe A,126000,Gris,1.5L,2019,Automatique,6,Diesel,1234
BMW,Serie 5,180000,Noir,Automatique,2017,2.0L,09,Essence,95000
Mercedes-Benz,Classe E,290000,Noir,Automatique,2009,2.2L,10,Diesel,49000
Mercedes-Benz,Classe B,196000,Noir,Automatique,2010,1.4L,6,Essence,34000
Kia,Sportage,40000,Rouge,Automatique,2019,2.0L,11,Diesel,133900
Hyundai,I 20,138000,Gris,Manuelle,2015,1.2L,4,Essence,30000
Isuzu,Trooper,250000,Beige,Manuelle,2010,1.2L,10,Diesel,35000
Compacte,Kia,31100,Noir,2022,1.1L,5,Rio,Avec kilométrage,69000
Manuelle,1.4L,Skoda,Roomster,Berline,Essence,200.000,Blanc,Avec kilométrage,23259286
Manuelle,1.4L,Skoda,Roomster,Berline,Essence,200.000,Blanc,Avec kilométrage,23259286
Citroen,C4 Cactus,100000,Noir,Manuelle,2016,1.2L,5,Essence,37500
Fiat,Siena,194,Noir,Manuelle,2008,1.2L,4,Essence,13100
Seat,Ibiza,160,Noir,Manuelle,2013,1.2L,5,Essence,29000
Mahindra,Hover,42000,Noir,Manuelle,2019,1.2L,5,Essence,30000
Ford,Focus C-MAX,76000,Bleu,Manuelle,2018,1.4L,6,Essence,47000
5,Berline,100000,Noir,1.4L,Volkswagen,Polo,Essence,NULL,45500
Volkswagen,Polo,163,Noir,Manuelle,2006,1.2L,4,Essence,94720725
Ferrari,California,0,Rouge,Automatique,0,<1.0L,0,Electrique,470
Mercedes-Benz,190,340,Gris,Manuelle,1995,2.2L,7,Diesel,199
Kia,Picanto,128000,Autre,Manuelle,2010,3.0L,4,Essence,24000
Citroen,Berlingo,105000,Blanc,Manuelle,2019,1.6L,5,Diesel,37000
Suzuki,Grand Vitara,145000,Noir,Manuelle,2007,1.9L,9,Diesel,36000
Skoda,Octavia,65000,Noir,Manuelle,2020,2.0L,6,Diesel,74000
Passat,7,Noir,Avec kilométrage,2006,1.6L,Volkswagen,Monospace,240,29000
Renault,Megane,170000,Gris,Manuelle,2004,1.9L,07,Diesel,28000
Nissan,Qashqai,244000,Blanc,2014,Avec kilométrage,1.2L,6,Essence,50000
Ford,Mondeo,200000,Bleu,Manuelle,2012,1.6L,7,Essence,32000
Dacia,Sandero,240000,Gris,Manuelle,2013,1.2L,75,Essence,21000
Audi,A3,290000,Noir,Manuelle,2007,1.9L,6,Diesel,25500
Peugeot,207,146000,Autre,Manuelle,2010,1.4L,6,Essence,27000
Chery,Tiggo,69000,Rouge,Manuelle,4,1.2L,5,Essence,43000
Volkswagen,Passat,370000,Noir,Manuelle,2007,1.9L,4,Diesel,123
Peugeot,208,27000,Gris,Manuelle,2021,1.2L,4,Essence,36500
BMW,Serie 3,167000,Noir,Manuelle,2010,2.0L,9,Essence,38000
Volkswagen,Tiguan,117000,Gris,1.6L,2018,Automatique,7,Essence,115000
Hyundai,Tucson,125000,Noir,Automatique,2020,1.6L,7,Diesel,97000
Toyota,6,47000,Blanc,Automatique,2018,1.2L,Compacte,RAV 4,78000
2020,Essence,60000,Bleu,Manuelle,Ssangyong,6,1.2L,Family,58000
NULL,NULL,Jaune,Avec kilométrage,11,NULL,NULL,NULL,NULL,18000000
NULL,NULL,Jaune,Avec kilométrage,11,NULL,NULL,NULL,NULL,18000000
Seat,Ibiza,125000,Gris,Automatique,2020,1.6L,6,Essence,69500
Fiat,Fiorino,101000,Blanc,Manuelle,2021,1.4L,5,Diesel,36000
Skoda,Fabia,63000,Blanc,Manuelle,2021,<1.0L,4,Essence,48000
Toyota,Yaris Verso,0,Noir,Manuelle,2015,1.3L,5,Essence,32000
Volkswagen,Polo,220,Gris,Manuelle,2010,1.2L,5,Essence,25500
Panamera,Berline,Blanc,Nouveau,2020,3.5L,Porsche,Essence,33,350
Chevrolet,S-10,90000,Blanc,Manuelle,2016,1.2L,5,Essence,26500
Corsa,4,212445,Bleu,1995,1.2L,Opel,Essence,Avec kilométrage,13500
Chery,QQ,86000,Bleu,Automatique,2016,1.2L,5,Essence,23300
Dacia,Dokker,70000,Blanc,Manuelle,2017,1.5L,6,Diesel,32500
Focus,6,128000,Gris,Manuelle,2007,Ford,Berline,1.4L,25000
Mitsubishi,Pajero,320000,Noir,Automatique,2001,3.0L,10,Diesel,33000
Scudo,7,Blanc,Avec kilométrage,2011,2.5L,Fiat,Berline,354000,18500
10,Berline,145000,Bleu,Avec kilométrage,2016,2.0L,Diesel,Golf 7,95000
Mahindra,Hover,85000,Rouge,Manuelle,2019,1.2L,5,Essence,32000
Peugeot,Partner,35000,Blanc,Manuelle,2022,1.5L,5,Diesel,70000
Porsche,Panamera,0,Blanc,Automatique,2019,3.5L,34,Essence,400
Mercedes-Benz,Classe B,188000,Noir,Manuelle,2013,1.4L,0.6,Essence,42000
Volkswagen,Golf,13000,Noir,Manuelle,2022,1.5L,7,Essence,128000
Citroen,C3,112000,Noir,Manuelle,2018,1.2L,4,Compacte,35000
Chery,Tiggo,25000,Noir,Manuelle,2020,1.4L,6,Essence,48000
Opel,Astra,148000,Noir,Manuelle,2001,1.4L,5,Essence,20600
Land Rover,Range Rover Evoque,128000,Noir,Manuelle,2015,2.2L,8,Diesel,115000
Renault,Megane,206000,Gris,Manuelle,2011,1.5L,5,Diesel,33000
BMW,Serie 1,0000,Noir,Automatique,2022,3.0L,7,Essence,2500
Chery,Tiggo,30000,Noir,Manuelle,2021,1.2L,6,Essence,47000
Peugeot,3008,152000,Gris,Automatique,2019,1.5L,6,Diesel,97000
Autres,Autres,12000,Blanc,Manuelle,2022,1.5L,Autres,106,26000000
Citroen,C5,293000,Gris,Manuelle,2011,1.6L,6,Diesel,30000
Alfa Romeo,Mito,250000,Rouge,Manuelle,2013,1.4L,6,Essence,30000
Volkswagen,Golf 7,70000,Noir,Automatique,2017,>4.0L,5,Essence,64000
Chevrolet,Cruze,90000,Noir,Manuelle,2018,>4.0L,7,Essence,41000
1000,2019,Volkswagen,Crafter,Automatique,Blanc,Avec kilométrage,2.0L,Diesel,21131878
Volkswagen,Jetta,320000,Blanc,Manuelle,2010,1.6L,7,Essence,29500
5,Compacte,158000,Noir,1.5L,Renault,Megane,Diesel,Avec kilométrage,28500
Ford,Mondeo,3,Noir,Manuelle,2012,1.6L,7,Essence,23000
Suzuki,Baleno,143000,Gris,Automatique,2018,1.2L,5,Essence,47500
Citroen,C35,58377,Orange,Manuelle,2018,3.0L,3,Essence,43000
Chery,Tiggo,33000,Orange,Manuelle,2020,1.2L,5,Essence,47000
Volkswagen,Golf 5,204000,Noir,Manuelle,2009,1.9L,5,Diesel,29800
A5,Autres,35000,Gris,Automatique,2019,Audi,Essence,8,150
Audi,A4,87000,Noir,Manuelle,2015,1.8L,7,Essence,59000
Renault,Megane Estate,234000,Gris,Manuelle,2012,1.6L,7,Essence,27000
Peugeot,Partner,00,Blanc,Manuelle,1997,2.5L,7,Diesel,8500
Mazda,BT-50,267000.0,Noir,Manuelle,2015.0,2.5L,9.0,Diesel,52000
Peugeot,309,0,Marron,Manuelle,309,<1.0L,0,Essence,8000
Dacia,Dokker,190000,Blanc,Manuelle,2013,1.5L,6,Diesel,18500
Punto,Essence,170,Blanc,2015,1.2L,Fiat,Berline,Manuelle,25200
Suzuki,Celerio,28500,Gris,Manuelle,2018,<1.0L,4,Essence,32500
Autres,Autres,65000,Noir,Automatique,2020,1.5L,9,Diesel,92000
Chery,Tiggo,22200,Noir,Automatique,2022,1.5L,9,Essence,90000
Nissan,Urvan,600000,Blanc,Manuelle,2010,2.5L,10,Diesel,18500
Ford,Ka,190000,Blanc,Manuelle,2016,1.2L,4,Essence,27500
6,Compacte,Blanc,Manuelle,1.2L,Seat,Leon,Essence,Avec kilométrage,46500
Ford,Fiesta,130000,Rouge,Manuelle,2013,1.2L,5,Essence,21500
2011.0,Diesel,Berline,Gris,Serie 3,206.0,2L,Avec kilométrage,Manuelle,39500
Chery,A3,85000,Blanc,Manuelle,2016,1.5L,6,Essence,35500
Audi,A5,137000,Gris,Automatique,2012,2.0L,10,Essence,50000
Utilitaire,Essence,Doré,Manuelle,1.4L,Peugeot,308,6,Avec kilométrage,21000
Renault,Megane,220,Noir,Manuelle,2012,1.5L,5,Diesel,32000
Volkswagen,Golf,64000,Noir,Manuelle,2019,<1.0L,6,Essence,78500
Peugeot,208,84800,Rouge,Manuelle,2016,<1.0L,5,Essence,32000
Renault,Laguna,250000,Gris,Manuelle,2008,1.6L,6,Diesel,20000
Fiat,Palio,181000,Marron,Manuelle,2010,1.2L,4,Essence,18500
Volkswagen,Golf 7,250,Gris,Manuelle,2013,1.2L,5,Essence,49000
8,4 x 4,47000,Blanc,2022,1.5L,Autres,Essence,Autres,74000
Clio,4,254,Gris,Manuelle,1.2L,Renault,Autres,99,17000
Citroen,Jumper,289000,Blanc,Manuelle,2013,2.0L,7,Diesel,32000
Peugeot,106,280,Rouge,Manuelle,1997,<1.0L,4,Essence,13500
Citroen,C3,140,Beige,Manuelle,2009,>4.0L,5,Essence,23500000
Kia,Rio,200,Blanc,Manuelle,2011,>4.0L,6,Essence,27000
Citroen,C4 Cactus,248,Noir,Manuelle,2012,1.2L,0,Essence,27000
Citroen,Berlingo,210000,Noir,Automatique,2013,1.6L,5,Diesel,48000
Nissan,Qashqai,31000,Rouge,Manuelle,2017,1.6L,7,Diesel,69000
Mercedes-Benz,Classe E,385600,Gris,Manuelle,2001,2.2L,7,Diesel,25000
Mercedes-Benz,190,400000,Noir,Manuelle,1988,2.0L,9,Diesel,14500
Peugeot,306,122121,Blanc,Manuelle,2001,1.6L,6,Diesel,7000
Citroen,AX,1,Rouge,Manuelle,1995,3.0L,4,Essence,111
Volkswagen,Passat CC,423154,Autre,Manuelle,2009,1.9L,7,Diesel,30000
Citroen,C-Elysée,188,Noir,Manuelle,2013,1.2L,5,Essence,25000
Renault,Clio,300,Gris,Manuelle,2008,1.4L,5,Essence,18000
Mercedes-Benz,Classe C Coupe,117000,Noir,Automatique,2015,1.8L,8,Essence,115
Citroen,C-Elysée,100,Gris,Manuelle,2018,3.0L,5,Essence,26000
Opel,Corsa,580000,Bleu,Manuelle,2004,<1.0L,4,Essence,14000
Corsa,4,1,97,Manuelle,1.1L,Opel,Autres,NULL,11500
Ford,Fiesta,88000,Noir,Manuelle,2020,1.2L,4,Essence,42500
206,Utilitaire,285000,Gris,Manuelle,1.2L,Peugeot,Essence,112,16500
301,5,Manuelle,2016,Avec kilométrage,1.2L,Peugeot,Essence,NULL,19000
Mitsubishi,Pajero,320000,Noir,Automatique,2001,3.0L,10,Diesel,33000
Volkswagen,Polo,1,Blanc,Manuelle,1997,1.1L,5,Essence,11500
Hyundai,I 10,160000,Noir,Manuelle,2016,1.2L,5,Compacte,30800
Citroen,C3,420000,Bleu,Manuelle,2003,1.4L,4,Diesel,19000
Renault,Megane Estate,300000,Bleu,Manuelle,2004,3.0L,5,Diesel,15500
Peugeot,308,170000,Bleu,Manuelle,2012,1.2L,6,Essence,25600
Nissan,Qashqai,120000,Blanc,Automatique,2016,1.4L,6,Essence,54000
Ford,Focus,109000,Gris,Manuelle,2016,<1.0L,6,Essence,40000
Seat,Arosa,177000,Noir,Manuelle,2019,1.6L,6,Essence,58000
Fiat,Grande Punto,145.000,Gris,Manuelle,2014,1.2L,4,Essence,24500
Peugeot,Partner,82000,Blanc,Manuelle,2021,1.6L,5,Diesel,49000
Volkswagen,Golf 7,148000,Noir,Manuelle,2017,1.2L,5,Essence,65000
Peugeot,2008,160000,Blanc,Manuelle,2015,1.2L,5,Essence,41000
Peugeot,208,34000,Blanc,Manuelle,2022,1.2L,4,Essence,42500
Renault,Clio,109,Gris,Manuelle,2019,<1.0L,5,Essence,49800
Partner,Avec kilométrage,Blanc,2.0L,2004,Peugeot,8,Diesel,300000,16900
Peugeot,3008,60000,Gris,Automatique,2020,1.2L,7,Essence,87000
Kia,Sportage,100000,Noir,Automatique,2020,1.6L,7,Diesel,113000
Audi,A3,100000,Noir,Manuelle,2019,<1.0L,6,Essence,69000
Seat,Leon,60000,Gris,Automatique,2022,1.5L,8,Essence,135000
Mercedes-Benz,Classe C,118000,Blanc,Automatique,2019,2.2L,9,Diesel,129000
Peugeot,3008,90000,Blanc,Automatique,2020,1.6L,6,Diesel,97000
Kia,Sportage,20000,Blanc,Automatique,2018,1.7L,8,Diesel,170
Hyundai,Tucson,85000,Gris,Automatique,2021,1.6L,7,Diesel,112000
Hyundai,I 20,103000,Gris,Manuelle,2019,1.2L,5,Essence,44500
Hyundai,Tucson,85000,Gris,Automatique,2021,1.6L,7,Diesel,112000
Volkswagen,Golf 7,Blanc,121000,Manuelle,2015,1.2L,5,Compacte,67000
Fiat,Punto,270,Blanc,Manuelle,1995,>4.0L,4,Essence,123456
Citroen,C3,80000,Blanc,Manuelle,2020,1.5L,5,Diesel,45000
Chevrolet,Cruze,170000,Noir,Manuelle,2013,1.6L,7,Essence,30000
Kia,Sportage,102,Noir,Automatique,2020,1.6L,7,Diesel,96215911
Peugeot,3008,130000,Marron,Automatique,2017,1.6L,6,Diesel,93000
Peugeot,208,91000,Noir,Manuelle,2014,1.2L,5,Essence,30500
Ford,Fiesta,230,Vert,Manuelle,2005,1.2L,1.2,Essence,20000
BMW,Serie 3,410000,Gris,Manuelle,2001,1.6L,7,Essence,19800
Volkswagen,Polo,1,Autre,Manuelle,2000,<1.0L,4,Essence,13500
Volkswagen,Polo,600,Blanc,Manuelle,1999,1.2L,5,Compacte,9500
Opel,Astra,138000,Gris,Manuelle,20126,1.4L,6,Essence,33000
Fiat,Doblo,150000,Blanc,Manuelle,2015,1.3L,4,Diesel,20000
Volkswagen,Passat,150000,Noir,Automatique,2019,1.6L,6,Diesel,79000
Kia,Sportage,90000,Blanc,Automatique,2021,1.6L,7,Diesel,113000
Chery,A3,118,Gris,Manuelle,2016,1.5L,6,Essence,27900
Fiesta,Compacte,147000,Gris,Manuelle,2012,Ford,Essence,NULL,23000
6,Essence,Bleu,Nouveau,1.4L,Nissan,Juke,103000,Autres,48000
Citroen,C3,90,Gris,Manuelle,2018,3.0L,4,Essence,33000
Volkswagen,Amarok,180000,Vert,Manuelle,2013,2.0L,8,Diesel,75000
Chevrolet,Spark,158000,Gris,1.2L,2017,Manuelle,Essence,5,26000
2002.0,Essence,Compacte,Noir,206,335.0,1.1L,Avec kilométrage,Manuelle,13800
Volkswagen,Polo,1200,Gris,Manuelle,2002,<1.0L,5,Essence,12000
Renault,Clio,260000,Bleu,Manuelle,2002,1.2L,4,Essence,17500
Renault,Clio,290000,Blanc,Manuelle,2010,1.2L,4,Essence,18000
Citroen,ZX,11111111,Marron,Manuelle,111111111,<1.0L,111111111,Essence,8500
Renault,Fluence,216,Beige,Manuelle,2011,1.6L,7,Essence,22800
Citroen,C4 Picasso,212,Gris,Automatique,2011,1.6L,6,Diesel,33000
Renault,Kadjar,197000,Gris,Automatique,2018,1.3L,7,Essence,60000
Peugeot,206,310,Noir,Manuelle,2006,1.4L,4,Diesel,17000
Citroen,Berlingo,182000,Blanc,Manuelle,2018,1.6L,5,Diesel,35000
BMW,Serie 5,210,Noir,Automatique,2015,2.0L,9,Essence,1234
Isuzu,D-MAX,29000,Doré,Manuelle,2018,2.5L,8,Diesel,12345
Autres,Essence,200,Blanc,2000,1.5L,4,Renault,Manuelle,14500
Isuzu,D-MAX,161000,Blanc,Manuelle,2020,2.5L,8,Diesel,69000
6,Essence,188.000,Noir,Peugeot,308,2010,Avec kilométrage,1.4L,27999
Peugeot,508,135000,Noir,Manuelle,2011,1.9L,9,Essence,33000
Peugeot,504,25,Blanc,Manuelle,2000,1.4L,49,Diesel,10500
Mercedes-Benz,Classe CLS,0,Noir,Automatique,2006,>4.0L,22,Essence,52000
Compacte,Essence,Noir,Avec kilométrage,1.2L,Ford,5,Escort,0,7500
Peugeot,504,10,Blanc,Manuelle,2000,1.4L,49,Diesel,10500
1.4L,2015,Manuelle,Noir,Ford,Fiesta,137,Essence,5,30000
Citroen,C4 Cactus,258000,Noir,Manuelle,2013,1.6L,5,Diesel,35500
Nissan,Juke,77000,Blanc,Manuelle,2017,1.2L,6,Essence,53000
Renault,Kangoo,250,Blanc,Manuelle,1997,1.2L,7,Diesel,7500
